,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales
5172,FDC52,11.15,Regular,0.008296692,Dairy,150.6708,OUT045,2002,,Tier 2,2106.5912
5179,FDU51,20.2,Regular,0.097059596,Meat,178.6028,OUT017,2007,,Tier 2,2302.3364
5180,FDK50,7.96,Low Fat,0.028478742,Canned,161.8894,OUT018,2009,Medium,Tier 3,2750.4198
5188,FDJ02,17.2,Regular,0.025309134,Canned,147.0418,OUT017,2007,,Tier 2,2354.2688
5189,FDP21,7.42,Regular,0.0258457,Snack Foods,188.9872,OUT018,2009,Medium,Tier 3,2458.1336
5190,FDN57,18.25,Low Fat,0.054223942,Snack Foods,142.0154,OUT035,2004,Small,Tier 2,2127.231
5192,FDZ21,17.6,Regular,0.03928284,Snack Foods,94.641,OUT049,1999,Medium,Tier 1,2799.689
5194,FDF26,6.825,Regular,0.046824729,Canned,155.1998,OUT018,2009,Medium,Tier 3,2460.7968
5195,FDC39,7.405,Low Fat,0.159062948,Dairy,208.9296,OUT013,1987,High,Tier 3,2700.4848
5206,FDV15,10.3,Low Fat,0.146999264,Meat,103.7648,OUT017,2007,,Tier 2,2804.3496
5217,FDN40,5.88,Low Fat,0.08644044,Frozen Foods,155.3998,OUT035,2004,Small,Tier 2,2153.1972
5222,NCH55,,Low Fat,0.034504414,Household,125.202,OUT027,1985,Medium,Tier 3,2783.044
5233,FDT28,13.3,Low Fat,0.063513272,Frozen Foods,149.9708,OUT013,1987,High,Tier 3,2106.5912
5235,FDZ38,17.6,LF,0.008001018,Dairy,170.4422,OUT046,1997,Small,Tier 1,2759.0752
5237,NCE06,,Low Fat,0.091042211,Household,162.6894,OUT027,1985,Medium,Tier 3,2588.6304
5241,FDB50,13,Low Fat,0.153930108,Canned,76.7986,OUT045,2002,,Tier 2,2648.5524
5251,FDU04,7.93,Low Fat,0.005557062,Frozen Foods,122.1414,OUT049,1999,Medium,Tier 1,2924.1936
5263,FDR08,18.7,Low Fat,0.037835765,Fruits and Vegetables,111.1886,OUT017,2007,,Tier 2,2334.9606
5264,FDB45,20.85,Low Fat,0.021312043,Fruits and Vegetables,104.9306,OUT013,1987,High,Tier 3,2299.6732
5266,FDN21,18.6,Low Fat,0.076841095,Snack Foods,162.2236,OUT035,2004,Small,Tier 2,2900.2248
5269,FDU58,,Regular,0.028871235,Snack Foods,188.7898,OUT027,1985,Medium,Tier 3,2057.9878
5271,NCG18,,Low Fat,0.02286663,Household,102.8332,OUT027,1985,Medium,Tier 3,2768.3964
5272,FDQ26,,Regular,0.067543727,Dairy,57.2562,OUT027,1985,Medium,Tier 3,2073.967
5277,NCZ41,19.85,Low Fat,0.064551885,Health and Hygiene,125.2704,OUT045,2002,,Tier 2,2127.8968
5282,FDH17,16.2,Regular,0.01665334,Frozen Foods,97.3726,OUT046,1997,Small,Tier 1,2055.3246
5285,FDX47,6.55,Regular,0.034604343,Breads,157.8288,OUT046,1997,Small,Tier 1,2514.0608
5292,FDK48,,Low Fat,0.037449987,Baking Goods,76.7354,OUT027,1985,Medium,Tier 3,2783.7098
5294,FDE20,11.35,Regular,0.005525913,Fruits and Vegetables,168.279,OUT013,1987,High,Tier 3,2376.906
5304,NCP05,19.6,Low Fat,0.025429614,Health and Hygiene,151.7024,OUT017,2007,,Tier 2,2884.2456
5311,NCG55,16.25,Low Fat,0.039207025,Household,116.1176,OUT049,1999,Medium,Tier 1,2633.9048
5340,FDI32,17.7,Low Fat,0,Fruits and Vegetables,115.0834,OUT045,2002,,Tier 2,2764.4016
5348,FDY26,20.6,Regular,0.030634813,Dairy,212.9244,OUT018,2009,Medium,Tier 3,2540.6928
5352,DRE37,13.5,Low Fat,0.094366079,Soft Drinks,190.9872,OUT049,1999,Medium,Tier 1,2836.308
5354,FDA46,13.6,Low Fat,0.117613212,Snack Foods,194.2136,OUT035,2004,Small,Tier 2,2527.3768
5358,FDJ33,,Regular,0.087894475,Snack Foods,121.173,OUT027,1985,Medium,Tier 3,2586.633
5373,DRJ47,18.25,Low Fat,0.044430561,Hard Drinks,174.208,OUT018,2009,Medium,Tier 3,2596.62
5376,FDS39,6.895,Low Fat,0.022441883,Meat,143.8812,OUT013,1987,High,Tier 3,2707.1428
5386,FDB22,,Low Fat,0.110901004,Snack Foods,155.0998,OUT027,1985,Medium,Tier 3,2768.3964
5387,NCS30,5.945,Low Fat,0.093214866,Household,129.1652,OUT045,2002,,Tier 2,2841.6344
5391,FDT15,12.15,Regular,0.042855388,Meat,181.695,OUT018,2009,Medium,Tier 3,2929.52
5393,FDS60,20.85,Low Fat,0.032580705,Baking Goods,180.066,OUT018,2009,Medium,Tier 3,2157.192
5395,FDA04,11.3,Regular,0.066865326,Frozen Foods,260.1962,OUT045,2002,,Tier 2,2848.9582
5402,DRM23,16.6,Low Fat,0.136286138,Hard Drinks,171.4422,OUT018,2009,Medium,Tier 3,2241.7486
5405,FDU04,7.93,Low Fat,0,Frozen Foods,121.8414,OUT046,1997,Small,Tier 1,2802.3522
5409,FDX57,,Regular,0.047037323,Snack Foods,96.4068,OUT027,1985,Medium,Tier 3,2624.5836
5411,NCN05,8.235,Low Fat,0.014488997,Health and Hygiene,183.795,OUT045,2002,,Tier 2,2929.52
5416,FDH56,9.8,Regular,0.063946629,Fruits and Vegetables,116.6492,OUT045,2002,,Tier 2,2316.984
5423,FDF57,14.5,reg,0.059160135,Fruits and Vegetables,170.7448,OUT017,2007,,Tier 2,2045.3376
5427,FDW49,19.5,Low Fat,0.082536604,Canned,177.2002,OUT035,2004,Small,Tier 2,2149.2024
5429,FDD14,20.7,Low Fat,0.170152831,Canned,182.6266,OUT045,2002,,Tier 2,2581.9724
5430,FDN02,16.5,Low Fat,0.073827748,Canned,208.8638,OUT046,1997,Small,Tier 1,2484.7656
5434,FDT47,5.26,Regular,0.02455854,Breads,95.6068,OUT045,2002,,Tier 2,2332.9632
5437,FDE02,,Low Fat,0.120663214,Canned,95.6778,OUT027,1985,Medium,Tier 3,2910.2118
5438,FDD38,16.75,Regular,0.00819018,Canned,103.7674,OUT035,2004,Small,Tier 2,2852.2872
5441,NCI29,8.6,Low Fat,0.032806066,Health and Hygiene,143.6154,OUT017,2007,,Tier 2,2127.231
5458,FDG50,7.405,Low Fat,0.015302764,Canned,89.9146,OUT045,2002,,Tier 2,2189.1504
5464,FDM45,8.655,Regular,0.088693595,Snack Foods,122.5756,OUT017,2007,,Tier 2,2181.1608
5466,FDT08,,LF,0.048980156,Fruits and Vegetables,148.705,OUT027,1985,Medium,Tier 3,2996.1
5481,NCR17,9.8,Low Fat,0.024363026,Health and Hygiene,114.0492,OUT013,1987,High,Tier 3,2085.2856
5488,NCQ17,10.3,Low Fat,0,Health and Hygiene,154.663,OUT013,1987,High,Tier 3,2816.334
5498,FDS45,5.175,Regular,0.029662795,Snack Foods,105.2622,OUT017,2007,,Tier 2,2328.9684
5502,FDC46,17.7,Low Fat,0.116520447,Snack Foods,186.0266,OUT035,2004,Small,Tier 2,2950.8256
5514,NCT41,15.7,Low Fat,0.05610384,Health and Hygiene,153.5024,OUT045,2002,,Tier 2,2580.6408
5518,FDG47,12.8,Low Fat,0.070012633,Starchy Foods,262.8252,OUT017,2007,,Tier 2,2885.5772
5519,NCP02,,Low Fat,0.044591774,Household,59.6562,OUT027,1985,Medium,Tier 3,2192.4794
5521,NCM53,18.75,Low Fat,0.052040915,Health and Hygiene,105.728,OUT046,1997,Small,Tier 1,2024.032
5524,FDV12,16.7,Regular,0.061122656,Baking Goods,100.0384,OUT018,2009,Medium,Tier 3,2463.46
5525,FDE36,5.26,Regular,0.041942549,Baking Goods,165.4868,OUT018,2009,Medium,Tier 3,2293.0152
5533,FDU34,18.25,Low Fat,0.075132353,Snack Foods,125.9046,OUT013,1987,High,Tier 3,2365.5874
5537,DRG25,10.5,Low Fat,0.019046089,Soft Drinks,188.424,OUT035,2004,Small,Tier 2,2237.088
5538,DRE25,15.35,Low Fat,0.073397129,Soft Drinks,91.912,OUT049,1999,Medium,Tier 1,2609.936
5539,FDZ45,14.1,Low Fat,0.067011609,Snack Foods,197.1084,OUT045,2002,,Tier 2,2182.4924
5547,NCH30,17.1,Low Fat,0.06725846,Household,115.186,OUT049,1999,Medium,Tier 1,2490.092
5554,FDC53,,Low Fat,0.008792907,Frozen Foods,96.7384,OUT027,1985,Medium,Tier 3,2956.152
5559,NCH18,9.3,Low Fat,0.044730667,Household,245.1802,OUT049,1999,Medium,Tier 1,2456.802
5562,FDG32,19.85,Low Fat,0.175849067,Fruits and Vegetables,222.0772,OUT013,1987,High,Tier 3,2001.3948
5565,FDG53,10,Low Fat,0.045848263,Frozen Foods,138.518,OUT035,2004,Small,Tier 2,2237.088
5566,FDV26,20.25,Regular,0.076160451,Dairy,196.2794,OUT046,1997,Small,Tier 1,2731.1116
5574,FDU38,10.8,Low Fat,0.0824812,Dairy,191.6504,OUT013,1987,High,Tier 3,2492.7552
5577,FDO52,11.6,Regular,0.077164595,Frozen Foods,172.5106,OUT046,1997,Small,Tier 1,2566.659
5578,FDA04,11.3,Regular,0.066833743,Frozen Foods,257.2962,OUT049,1999,Medium,Tier 1,2330.9658
5580,FDC33,8.96,Regular,0.068925304,Fruits and Vegetables,196.9768,OUT035,2004,Small,Tier 2,2759.0752
5594,FDI26,5.94,Low Fat,0.03495749,Canned,177.1344,OUT045,2002,,Tier 2,2854.9504
5602,FDU57,8.27,Regular,0.089735804,Snack Foods,148.7708,OUT045,2002,,Tier 2,2708.4744
5615,DRA59,8.27,Regular,0,Soft Drinks,183.2924,OUT017,2007,,Tier 2,2406.2012
5621,FDW15,15.35,Regular,0.055067732,Meat,146.5734,OUT013,1987,High,Tier 3,2375.5744
5622,FDH56,9.8,Regular,0.063916425,Fruits and Vegetables,117.1492,OUT049,1999,Medium,Tier 1,2780.3808
5627,FDI33,16.5,Low Fat,0.028418817,Snack Foods,92.8146,OUT046,1997,Small,Tier 1,2097.9358
5638,FDN60,15.1,Low Fat,0.095140088,Baking Goods,159.9604,OUT035,2004,Small,Tier 2,2852.2872
5644,FDV45,16.75,Low Fat,0.045009952,Snack Foods,186.8556,OUT013,1987,High,Tier 3,2440.8228
5647,FDN40,5.88,Low Fat,0.086384841,Frozen Foods,153.2998,OUT013,1987,High,Tier 3,2153.1972
5651,FDA34,11.5,Low Fat,0.01484819,Starchy Foods,172.108,OUT013,1987,High,Tier 3,2077.296
5672,FDS36,8.38,Regular,0.04688734,Baking Goods,107.957,OUT046,1997,Small,Tier 1,2966.139
5673,FDF59,12.5,Low Fat,0.071354774,Starchy Foods,125.702,OUT049,1999,Medium,Tier 1,2530.04
5674,FDD11,12.85,LF,0,Starchy Foods,254.704,OUT035,2004,Small,Tier 2,2530.04
5684,FDG58,10.695,Regular,0.087272074,Snack Foods,153.7972,OUT017,2007,,Tier 2,2025.3636
5685,FDV15,,Low Fat,0.145464606,Meat,105.7648,OUT027,1985,Medium,Tier 3,2596.62
5691,FDP36,10.395,Regular,0.091096531,Baking Goods,52.3008,OUT013,1987,High,Tier 3,2226.4352
5693,FDD34,7.945,Low Fat,0.015873285,Snack Foods,161.321,OUT035,2004,Small,Tier 2,2773.057
5716,FDO34,17.7,Low Fat,0.029999653,Snack Foods,169.7816,OUT045,2002,,Tier 2,2013.3792
5719,FDY10,,Low Fat,0.048830264,Snack Foods,113.1176,OUT027,1985,Medium,Tier 3,2404.8696
5721,FDC22,6.89,Regular,0.136314863,Snack Foods,195.082,OUT013,1987,High,Tier 3,2703.148
5722,NCP42,8.51,Low Fat,0.016143389,Household,194.2478,OUT045,2002,,Tier 2,2324.9736
5724,NCO26,7.235,Low Fat,0.076975118,Household,116.6492,OUT049,1999,Medium,Tier 1,2664.5316
5732,NCE42,21.1,low fat,0,Household,233.2958,OUT018,2009,Medium,Tier 3,2103.2622
5743,FDO25,6.3,Low Fat,0.127647181,Canned,207.927,OUT049,1999,Medium,Tier 1,2097.27
5745,FDP27,8.155,Low Fat,0.119937231,Meat,189.153,OUT018,2009,Medium,Tier 3,2087.283
5747,FDW26,11.8,Regular,0.107223632,Dairy,223.5772,OUT049,1999,Medium,Tier 1,2668.5264
5754,FDI08,18.2,Regular,0.066297055,Fruits and Vegetables,247.1092,OUT046,1997,Small,Tier 1,2241.0828
5756,FDV26,20.25,Regular,0.076470697,Dairy,196.1794,OUT018,2009,Medium,Tier 3,2731.1116
5764,FDU50,5.75,Regular,0.075322658,Dairy,116.3176,OUT045,2002,,Tier 2,2519.3872
5773,FDS07,12.35,Low Fat,0.100322104,Fruits and Vegetables,113.7518,OUT017,2007,,Tier 2,2049.3324
5774,NCQ05,11.395,LF,0.021602001,Health and Hygiene,149.1708,OUT035,2004,Small,Tier 2,2708.4744
5776,FDU47,12.8,Regular,0.114085368,Breads,141.3838,OUT045,2002,,Tier 2,2388.2246
5782,FDT14,10.695,Regular,0.12770295,Dairy,120.444,OUT035,2004,Small,Tier 2,2516.724
5784,FDC48,9.195,Low Fat,0.015859294,Baking Goods,84.5592,OUT046,1997,Small,Tier 1,2559.3352
5787,FDT55,13.6,Regular,0,Fruits and Vegetables,156.4946,OUT049,1999,Medium,Tier 1,2998.0974
5788,FDA45,21.25,Low Fat,0.155250377,Snack Foods,175.737,OUT013,1987,High,Tier 3,2117.244
5789,FDR51,9.035,Regular,0.174450933,Meat,151.0708,OUT017,2007,,Tier 2,2708.4744
5797,NCA05,20.75,Low Fat,0.025130632,Health and Hygiene,150.0734,OUT046,1997,Small,Tier 1,2524.0478
5800,FDI09,20.75,Regular,0,Seafood,239.988,OUT045,2002,,Tier 2,2636.568
5804,FDY38,13.6,Regular,0.119361718,Dairy,231.63,OUT049,1999,Medium,Tier 1,2563.33
5815,FDN46,7.21,Regular,0.144511119,Snack Foods,100.5332,OUT013,1987,High,Tier 3,2460.7968
5824,NCL19,15.35,Low Fat,0.015708023,Others,143.447,OUT045,2002,,Tier 2,2576.646
5835,FDG17,6.865,Regular,0.03598621,Frozen Foods,244.1486,OUT018,2009,Medium,Tier 3,2687.8346
5847,NCL53,7.5,Low Fat,0.036308404,Health and Hygiene,175.4028,OUT045,2002,,Tier 2,2833.6448
5869,DRI13,15.35,Low Fat,0.020409765,Soft Drinks,218.3508,OUT018,2009,Medium,Tier 3,2387.5588
5874,FDQ14,9.27,LF,0.061775607,Dairy,150.105,OUT035,2004,Small,Tier 2,2696.49
5875,FDQ55,,Regular,0.012974937,Fruits and Vegetables,115.9834,OUT027,1985,Medium,Tier 3,2994.7684
5878,FDK27,11,Low Fat,0.008944844,Meat,122.3756,OUT035,2004,Small,Tier 2,2059.9852
5879,DRL49,13.15,Low Fat,0.056418354,Soft Drinks,142.4812,OUT035,2004,Small,Tier 2,2422.1804
5881,FDT14,,Regular,0.127108578,Dairy,120.744,OUT027,1985,Medium,Tier 3,2756.412
5891,NCB43,20.2,Low Fat,0,Household,187.1898,OUT013,1987,High,Tier 3,2993.4368
5899,DRI51,17.25,Low Fat,0.042480566,Dairy,173.4764,OUT017,2007,,Tier 2,2404.8696
5907,FDD11,12.85,Low Fat,0.030591255,Starchy Foods,251.404,OUT013,1987,High,Tier 3,2277.036
5915,NCP14,8.275,Low Fat,0.110739031,Household,103.3306,OUT018,2009,Medium,Tier 3,2404.2038
5916,FDJ12,8.895,Regular,0.039008625,Baking Goods,209.0296,OUT013,1987,High,Tier 3,2285.0256
5920,NCN26,10.85,Low Fat,0,Household,119.0808,OUT013,1987,High,Tier 3,2343.616
5930,NCY54,8.43,Low Fat,0.177694846,Household,171.1422,OUT046,1997,Small,Tier 1,2586.633
5935,NCU30,5.11,Low Fat,0.034945416,Household,161.121,OUT045,2002,,Tier 2,2609.936
5938,FDX13,7.725,Low Fat,0.047782959,Canned,249.1092,OUT046,1997,Small,Tier 1,2490.092
5946,NCB42,,Low Fat,0.008519718,Health and Hygiene,116.9492,OUT027,1985,Medium,Tier 3,2780.3808
5949,FDM58,16.85,Regular,0.079624087,Snack Foods,111.6544,OUT013,1987,High,Tier 3,2125.2336
5967,NCI42,18.75,Low Fat,0.01040777,Household,209.4954,OUT018,2009,Medium,Tier 3,2500.7448
5973,NCO02,,Low Fat,0.073012871,Others,67.5142,OUT027,1985,Medium,Tier 3,2306.997
5976,NCA41,16.75,Low Fat,0.032771033,Health and Hygiene,192.3162,OUT017,2007,,Tier 2,2308.9944
5981,FDR23,15.85,Low Fat,0.081719458,Breads,178.037,OUT013,1987,High,Tier 3,2646.555
5991,NCY53,20,Low Fat,0.05848134,Health and Hygiene,113.3544,OUT046,1997,Small,Tier 1,2572.6512
5992,FDC33,8.96,Regular,0.068880971,Fruits and Vegetables,195.3768,OUT013,1987,High,Tier 3,2759.0752
5993,NCK29,5.615,Low Fat,0.125964559,Health and Hygiene,124.773,OUT049,1999,Medium,Tier 1,2956.152
5994,FDS50,17,Low Fat,0.055746931,Dairy,220.0114,OUT017,2007,,Tier 2,2217.114
6015,FDX13,7.725,Low Fat,0.047977607,Canned,249.5092,OUT018,2009,Medium,Tier 3,2241.0828
6036,FDS12,9.1,Low Fat,0.174085625,Baking Goods,124.6362,OUT035,2004,Small,Tier 2,2390.8878
6047,NCQ05,,Low Fat,0,Health and Hygiene,152.0708,OUT027,1985,Medium,Tier 3,2106.5912
6054,NCK53,11.6,Low Fat,0.037549969,Health and Hygiene,101.2042,OUT013,1987,High,Tier 3,2281.6966
6059,FDB28,6.615,Low Fat,0.093307668,Dairy,195.9426,OUT013,1987,High,Tier 3,2570.6538
6072,FDU46,,Regular,0.011072421,Snack Foods,85.354,OUT027,1985,Medium,Tier 3,2077.296
6073,FDE14,13.65,Regular,0.031494041,Canned,98.87,OUT049,1999,Medium,Tier 1,2197.14
6079,FDR15,9.3,Regular,0.033437991,Meat,153.2314,OUT046,1997,Small,Tier 1,2326.971
6092,FDG08,13.15,Regular,0,Fruits and Vegetables,171.9764,OUT017,2007,,Tier 2,2404.8696
6104,DRL01,19.5,Regular,0.077157727,Soft Drinks,232.4958,OUT035,2004,Small,Tier 2,2804.3496
6106,FDO38,,low fat,0.072486326,Canned,78.9986,OUT027,1985,Medium,Tier 3,2259.0594
6107,FDA45,21.25,Low Fat,0.155694794,Snack Foods,177.637,OUT045,2002,,Tier 2,2999.429
6119,FDE38,6.52,Low Fat,0.044607161,Canned,164.2842,OUT046,1997,Small,Tier 1,2818.3314
6121,FDN23,6.575,Regular,0.075444922,Breads,146.0444,OUT013,1987,High,Tier 3,2612.5992
6122,NCP54,15.35,Low Fat,0.035143024,Household,124.373,OUT035,2004,Small,Tier 2,2093.941
6123,FDO39,6.985,Regular,0.13725257,Meat,183.7608,OUT013,1987,High,Tier 3,2940.1728
6124,NCT17,10.8,LF,0.041831008,Health and Hygiene,186.6214,OUT013,1987,High,Tier 3,2261.0568
6134,DRB24,8.785,Low Fat,0.020573334,Soft Drinks,156.4656,OUT035,2004,Small,Tier 2,2162.5184
6139,FDV26,20.25,Regular,0.076314907,Dairy,196.7794,OUT045,2002,,Tier 2,2731.1116
6146,FDU58,6.61,Regular,0.029006239,Snack Foods,186.0898,OUT035,2004,Small,Tier 2,2619.2572
6148,FDG24,7.975,LF,0.014713909,Baking Goods,83.125,OUT017,2007,,Tier 2,2579.975
6153,FDR10,17.6,LF,0.010096684,Snack Foods,160.4552,OUT017,2007,,Tier 2,2599.2832
6154,FDO12,15.75,Low Fat,0.055015935,Baking Goods,194.3452,OUT049,1999,Medium,Tier 1,2740.4328
6159,FDR24,,Regular,0.062547321,Baking Goods,88.383,OUT027,1985,Medium,Tier 3,2067.309
6162,NCQ06,13,Low Fat,0.041789718,Household,256.1014,OUT013,1987,High,Tier 3,2550.014
6174,DRJ24,11.8,Low Fat,0.11350542,Soft Drinks,186.8924,OUT049,1999,Medium,Tier 1,2961.4784
6179,FDH60,19.7,Regular,0.081193712,Baking Goods,198.411,OUT017,2007,,Tier 2,2553.343
6192,FDC28,,Low Fat,0.054720642,Frozen Foods,107.8254,OUT027,1985,Medium,Tier 3,2387.5588
6193,FDB29,16.7,Regular,0.052708138,Frozen Foods,114.7176,OUT017,2007,,Tier 2,2404.8696
6200,FDR04,7.075,Low Fat,0.022694623,Frozen Foods,98.8068,OUT017,2007,,Tier 2,2527.3768
6203,NCH42,6.86,Low Fat,0.036686158,Household,229.601,OUT018,2009,Medium,Tier 3,2526.711
6209,FDN56,5.46,Regular,0.107057186,Fruits and Vegetables,144.9786,OUT046,1997,Small,Tier 1,2022.7004
6218,FDC37,15.5,Low Fat,0.032924463,Baking Goods,107.2938,OUT049,1999,Medium,Tier 1,2143.876
6225,NCE54,20.7,Low Fat,0.02689477,Household,76.7354,OUT035,2004,Small,Tier 2,2482.7682
6226,FDH17,16.2,Regular,0.016679232,Frozen Foods,96.3726,OUT049,1999,Medium,Tier 1,2740.4328
6236,FDG46,8.63,Regular,0.032976399,Snack Foods,114.6518,OUT045,2002,,Tier 2,2846.295
6238,FDM58,16.85,Regular,0,Snack Foods,110.0544,OUT049,1999,Medium,Tier 1,2572.6512
6246,DRG15,6.13,Low Fat,0.076721393,Dairy,59.4536,OUT035,2004,Small,Tier 2,2021.3688
6257,FDV19,14.85,Regular,0.03525037,Fruits and Vegetables,160.9578,OUT035,2004,Small,Tier 2,2246.4092
6258,FDT48,4.92,LF,0.045916788,Baking Goods,198.8084,OUT013,1987,High,Tier 3,2976.126
6264,FDO15,,Regular,0.008525061,Meat,72.5038,OUT027,1985,Medium,Tier 3,2512.7292
6265,FDC46,17.7,Low Fat,0.117201696,Snack Foods,184.0266,OUT017,2007,,Tier 2,2397.5458
6266,NCX42,6.36,Low Fat,0.005977465,Household,163.3526,OUT035,2004,Small,Tier 2,2631.2416
6269,FDF12,8.235,Low Fat,0.082427854,Baking Goods,149.3076,OUT046,1997,Small,Tier 1,2808.3444
6286,FDD17,7.5,Low Fat,0.032811503,Frozen Foods,239.6906,OUT017,2007,,Tier 2,2614.5966
6291,FDW12,8.315,Regular,0.035572183,Baking Goods,144.4444,OUT046,1997,Small,Tier 1,2902.888
6292,FDT15,12.15,Regular,0.04274788,Meat,183.695,OUT049,1999,Medium,Tier 1,2929.52
6295,FDG21,17.35,Regular,0.146527359,Seafood,147.905,OUT049,1999,Medium,Tier 1,2247.075
6296,NCI55,18.6,Low Fat,0.012651172,Household,123.1414,OUT035,2004,Small,Tier 2,2314.9866
6301,FDZ12,9.17,Low Fat,0.103398309,Baking Goods,143.947,OUT018,2009,Medium,Tier 3,2576.646
6303,FDV09,12.1,Low Fat,0.020551458,Snack Foods,146.6734,OUT013,1987,High,Tier 3,2227.101
6305,FDS36,8.38,Regular,0.046960237,Baking Goods,111.857,OUT049,1999,Medium,Tier 1,2966.139
6306,FDY19,19.75,Low Fat,0.041533438,Fruits and Vegetables,119.8466,OUT018,2009,Medium,Tier 3,2239.0854
6307,DRC49,8.67,Low Fat,0.065436581,Soft Drinks,142.9128,OUT046,1997,Small,Tier 1,2013.3792
6316,FDQ34,10.85,Low Fat,0.162107603,Snack Foods,106.3622,OUT013,1987,High,Tier 3,2117.244
6318,FDO34,17.7,Low Fat,0.030060895,Snack Foods,166.4816,OUT018,2009,Medium,Tier 3,2013.3792
6325,FDP58,11.1,Low Fat,0.135692831,Snack Foods,220.0482,OUT018,2009,Medium,Tier 3,2628.5784
6326,FDC41,,Low Fat,0.116347087,Frozen Foods,76.867,OUT027,1985,Medium,Tier 3,2526.711
6329,FDJ53,,Low Fat,0.070912843,Frozen Foods,121.5098,OUT027,1985,Medium,Tier 3,2410.196
6331,FDZ19,6.425,Low Fat,0.093454899,Fruits and Vegetables,175.3712,OUT046,1997,Small,Tier 1,2988.1104
6336,DRH39,20.7,Low Fat,0.093214498,Dairy,74.667,OUT017,2007,,Tier 2,2143.876
6341,DRF23,4.61,Low Fat,0.122629121,Hard Drinks,175.4396,OUT035,2004,Small,Tier 2,2616.594
6343,FDK44,,Low Fat,0.121635591,Fruits and Vegetables,175.4738,OUT027,1985,Medium,Tier 3,2954.1546
6356,NCL55,12.15,Low Fat,0.06479182,Others,254.004,OUT045,2002,,Tier 2,2277.036
6375,FDO08,11.1,Regular,0.054079556,Fruits and Vegetables,165.9526,OUT017,2007,,Tier 2,2631.2416
6377,FDW22,9.695,Regular,0.030413777,Snack Foods,221.3114,OUT018,2009,Medium,Tier 3,2217.114
6378,FDT08,13.65,Low Fat,0.049496899,Fruits and Vegetables,151.505,OUT017,2007,,Tier 2,2846.295
6379,FDS32,17.75,Regular,0.029653914,Fruits and Vegetables,140.5838,OUT046,1997,Small,Tier 1,2669.1922
6382,FDD05,19.35,Low Fat,0.016611475,Frozen Foods,122.0098,OUT046,1997,Small,Tier 1,2651.2156
6385,FDM58,16.85,Regular,0.080141165,Snack Foods,111.4544,OUT017,2007,,Tier 2,2013.3792
6388,FDI41,18.5,Regular,0.062510529,Frozen Foods,146.8418,OUT018,2009,Medium,Tier 3,2059.9852
6397,DRM23,16.6,Low Fat,0.135944247,Hard Drinks,172.0422,OUT049,1999,Medium,Tier 1,2586.633
6401,FDE17,20.1,Regular,0.054455495,Frozen Foods,149.5366,OUT046,1997,Small,Tier 1,2871.5954
6404,NCW18,,Low Fat,0.059037538,Household,237.7248,OUT027,1985,Medium,Tier 3,2607.2728
6408,FDH50,15,Regular,0.16143544,Canned,185.1266,OUT046,1997,Small,Tier 1,2766.399
6409,FDU57,8.27,Regular,0.089479661,Snack Foods,148.6708,OUT013,1987,High,Tier 3,2106.5912
6417,NCO29,,Low Fat,0.032099989,Health and Hygiene,164.1526,OUT027,1985,Medium,Tier 3,2960.1468
6423,FDS45,5.175,Regular,0.029490377,Snack Foods,107.6622,OUT035,2004,Small,Tier 2,2858.2794
6439,FDY31,5.98,Low Fat,0.043554614,Fruits and Vegetables,148.2418,OUT035,2004,Small,Tier 2,2354.2688
6453,FDR40,,Regular,0.00799548,Frozen Foods,78.5618,OUT027,1985,Medium,Tier 3,2255.7304
6455,FDN60,15.1,Low Fat,0.095351065,Baking Goods,158.6604,OUT045,2002,,Tier 2,2535.3664
6459,FDD02,16.6,LF,0,Canned,117.3124,OUT013,1987,High,Tier 3,2014.7108
6462,DRJ47,18.25,Low Fat,0.044250304,Hard Drinks,174.708,OUT046,1997,Small,Tier 1,2423.512
6470,NCS30,5.945,LF,0.093008616,Household,127.8652,OUT035,2004,Small,Tier 2,2195.8084
6471,FDY15,18.25,Regular,0.17179432,Dairy,154.663,OUT017,2007,,Tier 2,2659.871
6473,FDK45,11.65,LF,0.033858187,Seafood,113.386,OUT046,1997,Small,Tier 1,2603.278
6481,FDC56,7.72,Low Fat,0.122015744,Fruits and Vegetables,121.744,OUT018,2009,Medium,Tier 3,2277.036
6483,FDR21,19.7,Low Fat,0.067314073,Snack Foods,175.137,OUT017,2007,,Tier 2,2822.992
6487,FDE22,9.695,Low Fat,0.029693277,Snack Foods,159.792,OUT018,2009,Medium,Tier 3,2716.464
6491,NCX05,15.2,Low Fat,0.097043739,Health and Hygiene,116.8492,OUT035,2004,Small,Tier 2,2664.5316
6496,FDR01,5.405,Regular,0.053576661,Canned,200.5742,OUT013,1987,High,Tier 3,2388.8904
6507,FDH14,17.1,Regular,0.047073322,Canned,138.6838,OUT017,2007,,Tier 2,2950.1598
6515,FDS57,15.5,Low Fat,0.103442268,Snack Foods,144.847,OUT046,1997,Small,Tier 1,2433.499
6518,DRJ49,6.865,Low Fat,0.013990601,Soft Drinks,127.6652,OUT035,2004,Small,Tier 2,2841.6344
6520,NCS53,14.5,Low Fat,0.089761211,Health and Hygiene,159.4604,OUT035,2004,Small,Tier 2,2376.906
